GDP,Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Debtor,Gender,Scholarship holder,Educational special needs,Tuition fees up to date,Target
0.5,0,0,0,0,1,1,0.075471698,0,1,0
0,0,0,0,0,0,0,0.113207547,1,1,0
1,0.2,0.713461539,0.192307692,0.720529801,1,0,0.018867925,0,1,1
0,0.1,0.753846154,0.230769231,0.653421633,1,0,0.094339623,0,1,0
0,0.35,0.659615385,0.384615385,0.606863335,1,0,0.150943396,0,1,0
0,0.25,0.775384615,0.307692308,0.715231788,1,0,0.188679245,1,1,0
0,0,0,0,0,0,0,0.603773585,0,1,0
0,0,0,0.076923077,0.582781457,0,0,0.264150943,0,1,0
0,0.25,0.771794872,0.230769231,0.726584673,1,0,0.698113208,0,1,0
0,0.6,0.659615385,0.807692308,0.655027092,0,0,0.150943396,1,1,0
0.5,0.1,0.619230769,0.115384615,0.565121413,1,0,0.056603774,0,1,0
0,0.15,0.682051282,0.076923077,0.635761589,1,0,0.20754717,0,1,0
1,0.3,0.708974359,0.269230769,0.681173132,1,0,0.452830189,0,1,1
0.5,0.3,0.684615384,0.230769231,0.695364238,1,1,0.037735849,0,1,0
0,0.1,0.619230769,0,0,1,0,0.094339623,0,1,0
0,0,0,0.076923077,0.715231788,1,0,0.320754717,0,1,0
0,0.5,0.807692308,0.423076923,0.799518362,0,0,0.20754717,1,1,0
0.5,0.25,0.635384615,0.192307692,0.656953642,1,0,0.471698113,0,1,0
0.5,0.2,0.796923077,0.192307692,0.741721854,0,0,0.075471698,0,1,0
0,0.05,0.7,0.076923077,0.715231788,1,0,0.622641509,0,1,0
0,0,0,0,0,1,0,0.037735849,0,1,0
0,0.15,0.574358975,0.153846154,0.670198675,1,0,0.018867925,0,1,0
0,0,0,0,0,1,0,0.79245283,0,1,0
0,0,0,0,0,0,0,0.301886792,0,1,0
1,0.25,0.689230769,0.230769231,0.706401766,1,1,0.113207547,0,1,1
0,0.25,0.6,0.115384615,0.600441501,1,0,0.509433962,0,1,0
0,0,0,0,0,1,0,0.377358491,0,1,0
0,0,0,0,0,1,0,0.358490566,0,1,0
0,0.1,0.565384615,0.115384615,0.618101545,0,0,0.094339623,0,1,0
1,0.3,0.776923077,0.230769231,0.644591612,1,0,0.603773585,0,1,1
1,0.2,0.686538462,0.230769231,0.706401766,1,0,0.113207547,0,1,1
0.5,0.15,0.592307692,0.192307692,0.60397351,1,0,0.037735849,0,1,0
0,0,0,0.230769231,0.64333018,1,0,0.566037736,0,1,0
1,0.6,0.662721894,0.653846154,0.6918582,1,0,0.20754717,0,1,1
0.5,0.2,0.565384615,0.153846154,0.622516556,1,0,0.075471698,0,1,0
0,0.25,0.538461539,0.192307692,0.626931567,0,0,0.075471698,1,1,0
1,0.5,0.635384615,0.384615385,0.656953642,1,0,0.075471698,0,1,1
0.5,0.2,0.619230769,0.230769231,0.711447493,1,0,0.056603774,0,1,0
0,0,0,0,0,0,0,0.603773585,0,1,0
1,0.25,0.721538462,0.192307692,0.582781457,1,0,0.433962264,0,1,1
1,0.3,0.776923077,0.230769231,0.721854305,1,1,0.094339623,0,1,1
0.5,0.1,0.619230769,0.153846154,0.625165563,1,0,0.037735849,0,1,0
0,0,0,0,0,1,0,0.264150943,0,1,0
0,0.1,0.726923077,0.076923077,0.794701987,1,0,0.245283019,0,1,0
1,0.25,0.592307692,0.192307692,0.57218543,1,0,0.037735849,0,1,1
0,0.15,0.61025641,0.115384615,0.72406181,1,0,0.094339623,0,1,0
1,0.3,0.717948718,0.230769231,0.6799117,1,0,0.037735849,0,1,1
0,0,0,0,0,0,0,0.075471698,0,1,0
1,0.3,0.723076923,0.230769231,0.801324503,1,0,0.037735849,0,1,1
0,0.05,0.538461539,0,0,1,0,0.094339623,0,1,0
1,0.25,0.592307692,0.192307692,0.60397351,1,0,0.094339623,0,1,1
1,0.3,0.592307692,0.153846154,0.649006623,1,0,0.037735849,0,1,1
0,0,0,0,0,0,0,0.169811321,0,1,0
0.5,0.05,0.753846154,0.115384615,0.741721854,1,0,0.113207547,0,1,0
0.5,0.25,0.581538462,0.230769231,0.653421633,1,0,0.018867925,0,1,0
0.5,0.1,0.592307692,0.192307692,0.565121413,1,1,0.094339623,1,1,0
0.5,0.25,0.792307692,0.192307692,0.626931567,1,0,0.037735849,0,1,0
0,0,0,0,0,1,0,0.056603774,0,1,0
0.5,0.3,0.655128205,0.230769231,0.618101545,1,1,0.094339623,0,1,0
0,0,0,0.076923077,0.688741722,0,0,0.018867925,0,1,0
0,0,0,0,0,1,0,0.41509434,0,1,0
0,0,0,0,0,1,0,0.018867925,0,1,0
1,0.25,0.764615385,0.192307692,0.688741722,1,1,0.018867925,0,1,1
1,0.3,0.753846154,0.230769231,0.734153264,1,1,0.037735849,0,1,1
1,0.4,0.672403846,0.230769231,0.709492274,1,0,0.018867925,0,1,1
0,0,0,0.153846154,0.675496689,1,1,0.018867925,0,1,0
1,0.25,0.786153846,0.153846154,0.768211921,1,0,0.094339623,0,1,1
1,0.3,0.655128205,0.230769231,0.644591612,1,0,0.037735849,0,1,1
0,0.25,0.84,0.192307692,0.81589404,1,0,0.018867925,0,1,0
0,0.1,0.861538462,0.076923077,0.706401766,0,0,0.264150943,1,1,0
0,0,0,0,0,1,0,0.20754717,0,1,0
0,0,0,0,0,1,0,0.037735849,0,1,0
1,0.3,0.792307692,0.230769231,0.726584673,1,0,0.056603774,0,1,1
0,0,0,0.153846154,0.649006623,1,0,0.622641509,0,1,0
0.5,0.2,0.888461539,0.192307692,0.847682119,1,0,0.396226415,0,1,0
0,0.05,0.7,0.038461538,0.582781457,1,0,0.264150943,0,1,0
0.5,0.35,0.758461539,0.269230769,0.746263009,1,0,0.188679245,0,1,0
1,0.3,0.565384615,0.230769231,0.538631347,1,0,0.075471698,0,1,1
0,0,0,0.038461538,0.529801325,1,0,0.320754717,0,1,0
0.5,0.05,0.538461539,0,0,1,0,0.037735849,0,1,0
0,0.15,0.574358975,0.076923077,0.556291391,0,0,0.433962264,0,1,0
1,0,0,0,0,1,1,0.018867925,0,1,1
0,0,0,0,0,0,1,0.547169811,1,1,0
0,0,0,0,0,1,0,0.377358491,0,1,0
0,0,0,0,0,1,0,0.264150943,0,1,0
1,0.25,0.667692308,0.192307692,0.706401766,1,0,0.320754717,0,1,1
0,0,0,0,0,1,1,0.018867925,0,1,0
1,0.3,0.771794872,0.230769231,0.719016083,1,1,0.018867925,0,1,1
1,0.3,0.601282052,0.230769231,0.6799117,1,1,0.037735849,0,1,1
0,0.25,0.603076923,0.153846154,0.543046358,1,0,0.433962264,0,1,0
0,0,0,0,0,1,0,0.150943396,0,1,0
0,0.15,0.717948718,0.153846154,0.768211921,1,0,0.056603774,1,1,0
0.5,0.25,0.738461538,0.192307692,0.837086093,1,0,0.056603774,0,1,0
0,0,0,0,0,0,0,0.490566038,0,1,0
0.5,0.15,0.78974359,0.153846154,0.662251656,1,0,0.018867925,0,1,0
1,0.6,0.619230769,0.692307692,0.618101545,1,0,0.339622642,0,1,1
1,0.25,0.7,0.153846154,0.688741722,1,0,0.113207547,0,1,1
1,0.4,0.619567308,0.269230769,0.642194891,1,0,0.037735849,0,1,1
1,0.35,0.740384615,0.346153846,0.753495217,1,1,0.075471698,0,1,1
0.5,0.2,0.713461539,0.153846154,0.662251656,1,0,0.037735849,0,1,0
1,0.25,0.823076923,0.192307692,0.644591612,1,0,0.056603774,0,1,1
0,0,0,0,0,1,1,0.245283019,0,1,0
1,0.3,0.619230769,0.230769231,0.671081678,1,0,0.509433962,0,1,1
1,0.35,0.733076923,0.269230769,0.72128666,1,0,0.037735849,0,1,1
1,0.5,0.77,0.461538462,0.681173132,1,0,0.094339623,0,1,1
1,0.25,0.764615385,0.153846154,0.741721854,1,0,0.018867925,0,1,1
1,0.25,0.635384615,0.153846154,0.781456954,1,1,0.075471698,0,1,1
0,0,0,0,0,1,0,0.018867925,0,1,0
1,0.3,0.76923077,0.230769231,0.721854305,1,0,0.018867925,0,1,1
1,0,0,0,0,1,0,0.037735849,0,1,1
0,0.2,0.639423077,0.153846154,0.625165563,1,0,0.075471698,0,1,0
1,0.3,0.786153846,0.230769231,0.801324503,1,0,0.264150943,0,1,1
0,0.1,0.565384615,0.153846154,0.609271523,1,0,0.075471698,0,1,0
0.5,0.05,0.592307692,0.038461538,0.529801325,1,0,0.132075472,1,1,0
0,0,0,0,0,1,0,0.188679245,0,1,0
1,0.25,0.689230769,0.115384615,0.547461368,1,0,0.056603774,0,1,1
0.5,0.1,0.628205128,0,0,1,0,0.094339623,0,1,0
0.5,0.2,0.673076923,0.153846154,0.635761589,1,1,0.037735849,0,1,0
1,0.3,0.780769231,0.230769231,0.732891832,1,0,0.037735849,0,1,1
0.5,0.55,0.641258741,0.5,0.643912379,1,0,0.113207547,1,1,0
1,0.3,0.735897436,0.230769231,0.741721854,1,0,0.018867925,0,1,1
0.5,0.25,0.743076923,0.230769231,0.874172185,0,0,0.226415094,0,1,0
0,0.15,0.717948718,0.038461538,0.953642384,1,0,0.226415094,0,1,0
0.5,0.25,0.634188034,0.230769231,0.597918638,1,0,0.056603774,0,1,0
1,0,0,0,0,1,1,0.037735849,0,1,1
0.5,0,0,0,0,1,0,0.094339623,0,1,0
0.5,0.3,0.646153846,0.192307692,0.741721854,1,0,0.056603774,0,1,0
0.5,0.15,0.646153846,0.153846154,0.728476821,1,0,0.132075472,0,1,0
0,0.25,0.592307692,0.153846154,0.701986755,0,0,0.075471698,0,1,0
1,0.2,0.794230769,0.153846154,0.754966887,1,1,0.150943396,0,1,1
0,0,0,0,0,0,0,0.283018868,0,1,0
0,0.15,0.61025641,0.307692308,0.59602649,0,0,0.169811321,0,1,0
1,0.3,0.673076923,0.230769231,0.715231788,1,1,0.018867925,0,1,1
1,0.3,0.692307693,0.192307692,0.671081678,1,1,0.037735849,0,1,1
1,0.3,0.664102564,0.230769231,0.803532009,1,1,0.037735849,0,1,1
0,0.25,0.815384615,0.230769231,0.697571744,1,0,0.188679245,0,1,0
0.5,0.45,0.616239316,0.384615385,0.625165563,1,0,0.075471698,1,1,0
0.5,0,0,0.153846154,0.609271523,1,0,0.056603774,0,1,0
1,0.3,0.61025641,0.230769231,0.768211921,1,0,0.075471698,0,1,1
0.5,0.15,0.574358975,0.192307692,0.709933775,1,0,0.094339623,0,1,0
1,0,0,0,0,0,0,0.037735849,1,1,1
0,0.1,0.673076923,0.153846154,0.57218543,1,1,0.018867925,0,1,0
0,0,0,0,0,1,0,0.20754717,0,1,0
0,0.2,0.646153846,0.230769231,0.605487228,0,0,0.150943396,1,1,0
0,0.5,0.624615385,0.307692308,0.662251656,1,0,0.150943396,0,1,0
0.5,0.15,0.664102564,0.076923077,0.715231788,1,0,0.018867925,0,1,0
0,0,0,0,0,1,0,0.169811321,0,1,0
1,0.25,0.619230769,0.192307692,0.675496689,1,1,0.018867925,0,1,1
0.5,0.15,0.664102564,0.115384615,0.600441501,1,0,0.094339623,0,1,0
0,0,0,0,0,1,0,0.150943396,0,1,0
0.5,0.25,0.667692308,0.192307692,0.60397351,1,0,0.037735849,0,1,0
1,0.3,0.784615385,0.230769231,0.764427625,1,0,0.037735849,0,1,1
1,0.4,0.630673077,0.269230769,0.661873226,1,0,0.037735849,0,1,1
0,0.2,0.592307692,0.153846154,0.609271523,1,0,0.528301887,0,1,0
1,0.25,0.689230769,0.192307692,0.593377483,1,0,0.660377358,0,1,1
0,0.15,0.592307692,0.115384615,0.635761589,0,0,0.056603774,0,1,0
1,0.35,0.855384616,0.269230769,0.841627247,1,0,0.037735849,0,1,1
0,0.2,0.623538462,0.153846154,0.685562914,0,0,0.075471698,1,1,0
1,0.3,0.762820513,0.230769231,0.741721854,0,0,0.339622642,0,1,1
1,0,0,0,0,1,0,0.358490566,0,1,1
0,0,0,0,0,0,0,0.566037736,1,1,0
0,0,0,0,0,1,0,0.094339623,0,1,0
0,0.15,0.592307692,0.153846154,0.59602649,1,0,0.452830189,0,1,0
0,0,0,0,0,1,0,0.169811321,0,1,0
0,0,0,0.153846154,0.59602649,0,0,0.641509434,0,0,0
0.5,0.2,0.673076923,0.115384615,0.565121413,1,0,0.490566038,0,0,0
1,0.15,0.574358975,0.192307692,0.625165563,1,0,0.452830189,0,0,1
1,0.5,0.602097902,0.307692308,0.61589404,1,0,0.113207547,0,1,1
0,0,0,0,0,1,0,0.094339623,0,1,0
0,0.2,0.605769231,0.153846154,0.543046358,1,1,0.150943396,0,1,0
1,0.7,0.611538462,0.576923077,0.57218543,1,0,0.150943396,0,1,1
1,0.55,0.682051282,0.423076923,0.664659844,0,1,0.094339623,0,1,1
0.5,0.25,0.721538462,0.269230769,0.719016083,1,0,0.132075472,0,1,0
0,0,0,0,0,1,0,0.566037736,0,1,0
0,0,0,0,0,1,0,0.452830189,0,1,0
1,0.25,0.656923077,0.230769231,0.782928624,1,0,0.490566038,0,1,1
0,0,0,0,0,1,0,0.226415094,0,1,0
0,0,0,0,0,1,0,0.245283019,0,1,0
0,0,0,0,0,0,0,0.169811321,0,1,0
0,0,0,0,0,0,0,0.188679245,0,1,0
1,0.25,0.624615385,0.192307692,0.60397351,1,1,0.358490566,0,1,1
0,0.3,0.584615385,0.230769231,0.618101545,1,0,0.226415094,0,1,0
0,0.25,0.7,0.269230769,0.597918638,1,0,0.339622642,0,1,0
1,0.25,0.678461539,0.153846154,0.609271523,1,1,0.018867925,0,1,1
1,0.25,0.861538462,0.192307692,0.847682119,1,1,0.132075472,0,1,1
0,0.3,0.682051282,0.230769231,0.662251656,1,1,0.018867925,0,1,0
0.5,0.15,0.7,0.153846154,0.635761589,1,0,0.018867925,0,1,0
0.5,0.15,0.628205128,0,0,1,0,0.075471698,0,1,0
1,0.25,0.678461539,0.192307692,0.688741722,1,0,0.075471698,0,1,1
1,0.6,0.650641026,0.5,0.726584673,1,0,0.283018868,0,1,1
0,0.15,0.673076923,0.115384615,0.653421633,1,1,0.094339623,0,1,0
0,0.5,0.683846154,0.423076923,0.674292595,0,0,0.283018868,0,1,0
0,0,0,0.038461538,0.741721854,1,0,0.339622642,0,1,0
0,0,0,0,0,0,0,0.113207547,0,1,0
0.5,0.15,0.592307692,0.192307692,0.60397351,1,0,0.41509434,0,1,0
0,0.05,0.538461539,0,0,1,0,0.339622642,0,1,0
1,0.6,0.952662722,0.230769231,1,1,0,0.283018868,0,1,1
0,0,0,0,0,1,0,0.056603774,0,1,0
0.5,0.2,0.678461539,0.230769231,0.600441501,1,0,0.320754717,0,1,0
0,0.25,0.872307692,0.269230769,0.715231788,1,0,0.509433962,0,1,0
1,0.15,0.538461539,0.076923077,0.794701987,1,0,0.679245283,0,1,1
0,0,0,0,0,0,0,0.20754717,1,1,0
0,0.25,0.689230769,0.346153846,0.753495217,1,0,0.264150943,0,1,0
0.5,0,0,0,0,0,0,0.018867925,1,1,0
0,0,0,0.153846154,0.635761589,0,0,0.509433962,1,1,0
1,0.2,0.646153846,0.192307692,0.667549669,1,0,0.037735849,0,1,1
0.5,0.55,0.704487179,0.461538462,0.799116998,1,0,0.075471698,0,1,0
0,0,0,0,0,1,1,0.018867925,0,1,0
1,0.3,0.823846154,0.230769231,0.768211921,1,0,0.056603774,0,1,1
1,0.3,0.726923077,0.230769231,0.768211921,1,0,0.716981132,0,1,1
0.5,0.05,0.7,0.115384615,0.529801325,1,0,0.188679245,0,1,0
0,0,0,0,0,1,0,0.037735849,0,1,0
1,0.25,0.710769231,0.192307692,0.614569536,1,0,0.018867925,0,1,1
0,0,0,0.153846154,0.622516556,1,0,0.490566038,0,1,0
0,0,0,0,0,1,0,0.018867925,0,1,0
0,0,0,0,0,1,0,0.018867925,0,1,0
0,0,0,0,0,1,1,0.056603774,1,1,0
0,0.2,0.635384615,0.153846154,0.59602649,0,0,0.226415094,1,1,0
0,0,0,0.192307692,0.613055818,1,0,0.509433962,1,1,0
0.5,0.05,0.861538462,0.153846154,0.529801325,1,0,0.018867925,0,1,0
0.5,0.3,0.662307692,0.192307692,0.732891832,1,1,0.056603774,0,1,0
0,0.15,0.682051282,0.153846154,0.675496689,1,0,0.056603774,0,1,0
0,0,0,0,0,1,0,0.358490566,0,1,0
0.5,0.1,0.592307692,0.192307692,0.614569536,1,0,0.037735849,0,1,0
0,0,0,0,0,0,0,0.226415094,0,1,0
0,0.15,0.556410256,0.153846154,0.59602649,1,0,0.018867925,0,1,0
0,0,0,0,0,0,0,0.132075472,0,1,0
1,0.3,0.807692308,0.230769231,0.759381898,1,0,0.056603774,0,1,1
0,0,0,0,0,0,0,0.528301887,1,1,0
1,1,0.726923077,0.769230769,0.715231788,1,1,0.20754717,0,1,1
0.5,0.25,0.656923077,0.230769231,0.671081678,1,0,0.113207547,0,1,0
1,0.35,0.611,0.269230769,0.659299905,1,0,0.018867925,0,1,1
0,0.15,0.61025641,0.115384615,0.565121413,1,0,0.113207547,0,1,0
0.5,0,0,0,0,1,0,0.094339623,0,1,0
1,0.25,0.667692308,0.230769231,0.671081678,1,1,0.094339623,0,1,1
1,0.25,0.798717949,0.192307692,0.699337748,1,0,0.301886792,0,1,1
1,0.55,0.655944056,0.384615385,0.672847682,1,0,0.075471698,0,1,1
1,0.25,0.796923077,0.192307692,0.785871965,1,0,0.528301887,0,1,1
0,0.05,0.646153846,0.153846154,0.609271523,0,0,0.509433962,0,1,0
0,0,0,0,0,1,0,0.471698113,0,1,0
0,0,0,0,0,1,0,0.056603774,0,1,0
0.5,0.1,0.673076923,0.115384615,0.671081678,1,0,0.056603774,0,1,0
1,0.3,0.673076923,0.230769231,0.779564806,1,1,0.056603774,0,1,1
0.5,0.2,0.551923077,0.115384615,0.72406181,1,0,0.056603774,0,1,0
0.5,0.1,0.726923077,0.192307692,0.57218543,1,0,0.037735849,0,1,0
0,0.35,0.561538462,0.153846154,0.556291391,0,0,0.169811321,1,1,0
1,0.25,0.673076923,0.230769231,0.794701987,1,0,0.264150943,0,1,1
1,0.3,0.753846154,0.230769231,0.671081678,1,1,0.037735849,1,1,1
1,0.3,0.735897436,0.230769231,0.697571744,1,0,0.20754717,0,1,1
1,0,0,0,0,1,1,0.056603774,0,1,1
1,0.3,0.673076923,0.230769231,0.688741722,1,0,0.490566038,0,0,1
0,0,0,0,0,1,1,0.150943396,0,1,0
0,0.05,0.807692308,0.076923077,0.529801325,1,0,0.433962264,1,0,0
1,0.25,0.720192308,0.230769231,0.706401766,1,0,0.056603774,0,0,1
1,0.3,0.717948718,0.115384615,0.653421633,1,0,0.547169811,0,0,1
1,0.7,0.626923077,0.769230769,0.698374473,1,0,0.169811321,0,0,1
1,0.35,0.703846154,0.230769231,0.662958057,1,1,0.320754717,0,0,1
0,0,0,0,0,1,0,0.037735849,0,0,0
1,0.35,0.731538462,0.269230769,0.719772943,1,1,0.018867925,0,0,1
1,0.4,0.615192308,0.269230769,0.591022811,1,0,0.018867925,0,0,1
1,0.25,0.646153846,0.230769231,0.628192999,1,1,0.377358491,0,1,1
1,0,0,0,0,1,1,0.113207547,0,1,1
1,0.65,0.733136095,0.538461538,0.741721854,1,0,0.169811321,0,1,1
0,0,0,0.192307692,0.635761589,0,0,0.018867925,0,0,0
0.5,0.25,0.668769231,0.153846154,0.613245033,1,0,0.018867925,0,0,0
1,0.4,0.703365385,0.269230769,0.699262063,1,0,0.037735849,0,0,1
1,0.3,0.646153846,0.230769231,0.715231788,1,0,0.018867925,0,0,1
0,0.25,0.689230769,0.230769231,0.706401766,1,0,0.037735849,0,0,0
0.5,0.05,0.538461539,0.153846154,0.754966887,1,0,0.056603774,0,1,0
1,0.2,0.646153846,0.230769231,0.644591612,1,1,0.094339623,0,0,1
1,0.35,0.657692308,0.269230769,0.647114475,1,1,0.018867925,0,0,1
1,0.3,0.7,0.230769231,0.671081678,1,1,0.018867925,0,0,1
1,0.3,0.726923077,0.230769231,0.65089877,1,1,0.018867925,0,0,1
1,0.3,0.7,0.230769231,0.688741722,1,1,0.018867925,0,0,1
1,0.3,0.601282052,0.230769231,0.64333018,1,0,0.018867925,0,0,1
1,0.35,0.704615385,0.269230769,0.735137181,1,1,0.037735849,0,0,1
0,0,0,0,0,1,0,0.056603774,0,0,0
0,0,0,0.230769231,0.618101545,1,1,0.037735849,0,0,0
1,0.15,0.592307692,0.230769231,0.696892511,1,0,0.018867925,0,0,1
0,0.3,0.691025641,0.230769231,0.768211921,1,1,0.018867925,0,0,0
1,0.4,0.735336539,0.269230769,0.765108798,1,1,0.018867925,0,0,1
1,0.3,0.76923077,0.230769231,0.803532009,1,0,0.018867925,0,0,1
1,0.2,0.679807692,0.192307692,0.614569536,1,1,0.018867925,0,0,1
1,0.3,0.664102564,0.230769231,0.618101545,1,0,0.018867925,1,0,1
1,0.3,0.710769231,0.230769231,0.668874172,1,1,0.056603774,0,0,1
1,0.3,0.592307692,0.115384615,0.671081678,1,1,0.037735849,0,0,1
0.5,0.3,0.7,0.230769231,0.6799117,1,1,0.018867925,0,0,0
1,0.3,0.707692308,0.230769231,0.628192999,1,1,0.037735849,0,0,1
0.5,0.2,0.578846154,0.192307692,0.60397351,1,0,0.037735849,0,0,0
0.5,0.25,0.815384615,0.192307692,0.787133397,1,0,0.037735849,0,0,0
1,0.3,0.852564102,0.230769231,0.779564806,1,0,0.037735849,0,0,1
1,0.25,0.7,0.230769231,0.715231788,1,0,0.056603774,1,0,1
1,0.25,0.667692308,0.153846154,0.609271523,1,1,0.018867925,0,0,1
0,0,0,0.076923077,0.741721854,1,0,0.301886792,0,0,0
0,0,0,0.230769231,0.6799117,1,1,0.037735849,0,0,0
1,0.4,0.794230769,0.269230769,0.711447493,1,1,0.018867925,0,0,1
0,0,0,0,0,1,0,0.037735849,0,0,0
0.5,0.2,0.619230769,0.115384615,0.618101545,1,0,0.037735849,0,0,0
1,0.3,0.771794872,0.230769231,0.847682119,1,0,0.018867925,0,0,1
1,0.3,0.637179487,0.230769231,0.732891832,1,0,0.056603774,0,0,1
1,0.4,0.712519231,0.307692308,0.701059603,1,0,0.037735849,0,0,1
1,0.3,0.762820513,0.230769231,0.741721854,1,1,0.018867925,0,1,1
0,0,0,0.076923077,0.529801325,1,1,0.037735849,1,1,0
1,0.55,0.660839161,0.576923077,0.706401766,1,0,0.150943396,0,0,1
0.5,0.3,0.771794872,0.230769231,0.662251656,1,1,0.056603774,0,0,0
1,0.3,0.619230769,0.230769231,0.662251656,1,0,0.037735849,0,0,1
0,0,0,0.076923077,0.556291391,1,0,0.301886792,1,1,0
0.5,0.15,0.61025641,0.115384615,0.565121413,1,0,0.018867925,1,1,0
0.5,0.1,0.565384615,0.153846154,0.556291391,1,0,0.018867925,0,1,0
1,0.25,0.613846154,0.153846154,0.635761589,1,0,0.037735849,0,0,1
0.5,0,0,0,0,1,0,0.018867925,0,0,0
0.5,0.1,0.574358975,0.192307692,0.609271523,1,0,0.037735849,0,0,0
0,0.3,0.726923077,0.230769231,0.741721854,1,0,0.018867925,0,0,0
1,0.25,0.678461539,0.230769231,0.715231788,1,0,0.018867925,0,0,1
1,0.4,0.703971154,0.307692308,0.692649007,1,0,0.018867925,0,0,1
0,0,0,0.076923077,0.569536424,1,0,0.377358491,0,0,0
0.5,0,0,0.038461538,0.635761589,1,0,0.056603774,0,0,0
1,0.3,0.717948718,0.230769231,0.741721854,1,1,0.056603774,0,0,1
1,0.3,0.723076923,0.230769231,0.653421633,1,0,0.075471698,0,1,1
1,0.4,0.796324786,0.269230769,0.71333964,1,1,0.018867925,0,0,1
0.5,0.25,0.603076923,0.115384615,0.565121413,1,0,0.169811321,0,0,0
0.5,0.25,0.656923077,0.192307692,0.614569536,1,0,0.452830189,1,0,0
1,0.3,0.78974359,0.230769231,0.72406181,1,1,0.018867925,0,0,1
1,0.4,0.775519231,0.307692308,0.763046358,1,0,0.018867925,1,0,1
1,0.4,0.882403846,0.269230769,0.819536424,1,0,0.264150943,0,0,1
1,0.3,0.762820513,0.230769231,0.668874172,1,0,0.113207547,1,0,1
1,0.3,0.806794872,0.230769231,0.793818984,1,0,0.037735849,0,0,1
1,0.3,0.7,0.230769231,0.794701987,1,1,0.056603774,0,0,1
1,0.35,0.761538461,0.346153846,0.841795438,1,0,0.433962264,0,0,1
0,0.15,0.592307692,0.153846154,0.609271523,1,0,0.283018868,1,0,0
0,0.05,0.538461539,0.076923077,0.556291391,1,0,0.132075472,0,0,0
1,0.3,0.752948718,0.230769231,0.740838852,1,0,0.018867925,0,0,1
1,0.3,0.691025641,0.230769231,0.688741722,1,0,0.018867925,0,0,1
1,0.3,0.7,0.230769231,0.72406181,1,1,0.018867925,0,0,1
0,0,0,0,0,0,0,0.188679245,0,0,0
1,0.25,0.829230769,0.192307692,0.762913907,1,0,0.018867925,0,0,1
0.5,0.2,0.605769231,0.153846154,0.635761589,1,0,0.169811321,0,0,0
1,0.3,0.735897436,0.230769231,0.750551877,1,0,0.037735849,0,0,1
1,0.3,0.646153846,0.192307692,0.646357616,1,0,0.037735849,0,0,1
0.5,0.15,0.682051282,0.115384615,0.635761589,1,0,0.075471698,0,0,0
0.5,0.05,0.592307692,0.076923077,0.556291391,1,0,0.132075472,0,0,0
0,0.1,0.565384615,0.115384615,0.653421633,1,0,0.056603774,0,0,0
0.5,0.25,0.656923077,0.192307692,0.646357616,1,0,0.018867925,0,0,0
0,0,0,0,0,1,0,0.245283019,0,0,0
0.5,0.3,0.708974359,0.230769231,0.609271523,0,0,0.094339623,1,0,0
1,0.5,0.625443787,0.346153846,0.576894776,1,0,0.075471698,0,0,1
0,0.4,0.628653846,0.230769231,0.644591612,1,0,0.169811321,0,0,0
0.5,0.05,0.646153846,0.076923077,0.529801325,1,0,0.113207547,0,0,0
1,0.3,0.655128205,0.230769231,0.671081678,1,1,0.018867925,0,0,1
0,0.25,0.656923077,0.192307692,0.60397351,1,0,0.075471698,1,0,0
0,0,0,0,0,1,1,0.018867925,0,0,0
0.5,0.2,0.646153846,0.076923077,0.688741722,1,0,0.075471698,0,0,0
0.5,0.25,0.646153846,0.192307692,0.709933775,1,0,0.018867925,0,0,0
0,0.25,0.689230769,0.230769231,0.715231788,1,1,0.037735849,0,0,0
0.5,0.15,0.61025641,0.153846154,0.649006623,1,0,0.094339623,0,0,0
1,0.3,0.691025641,0.230769231,0.65089877,1,0,0.037735849,0,0,1
0,0,0,0,0,0,0,0.037735849,0,0,0
0,0.05,0.7,0.076923077,0.556291391,1,0,0.037735849,0,0,0
1,0.25,0.646153846,0.115384615,0.741721854,1,0,0.188679245,0,0,1
1,0.25,0.656923077,0.192307692,0.752317881,1,0,0.094339623,0,0,1
0,0.3,0.707692308,0.192307692,0.688741722,1,0,0.018867925,0,0,0
1,0.2,0.686538462,0.230769231,0.582781457,1,0,0.056603774,0,0,1
0,0.1,0.538461539,0.115384615,0.582781457,1,0,0.320754717,0,0,0
1,0.4,0.740683761,0.230769231,0.656196784,1,0,0.018867925,0,0,1
1,0.2,0.659615385,0.153846154,0.781456954,1,0,0.056603774,0,1,1
1,0.25,0.852564102,0.192307692,0.856512141,1,0,0.056603774,0,0,1
0,0,0,0,0,1,0,0.150943396,0,1,0
0,0.15,0.7,0.192307692,0.656953642,1,0,0.018867925,0,1,0
0,0.2,0.7,0.192307692,0.614569536,0,0,0.018867925,0,1,0
0,0,0,0.192307692,0.646357616,1,1,0.018867925,0,0,0
1,0.25,0.689230769,0.192307692,0.582781457,1,1,0.037735849,0,0,1
0,0.25,0.667692308,0.230769231,0.653421633,1,1,0.037735849,0,0,0
1,0.3,0.676923077,0.230769231,0.785871965,1,1,0.075471698,0,0,1
0.5,0.5,0.640769231,0.346153846,0.612214864,1,0,0.226415094,0,0,0
1,0.3,0.637179487,0.230769231,0.635761589,1,1,0.056603774,0,0,1
